pop1	pop2	pop3	pop4	phase	description	usable	skip_reason
MAGHREB_T1	AFRICA_W_T0	SARDINIA_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; SARDINIA_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T1	AFRICA_W_T0	SARDINIA_T2	BALKANS_T5	C_route	f4(MAGHREB_T1, Africa; SARDINIA_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T1	AFRICA_W_T0	SARDINIA_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; SARDINIA_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T1	AFRICA_W_T0	SARDINIA_T1	BALKANS_T5	C_route	f4(MAGHREB_T1, Africa; SARDINIA_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T1	AFRICA_W_T0	LEVANT_T0	IBERIA_T3	C_route	f4(MAGHREB_T1, Africa; LEVANT_T0, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T1	AFRICA_W_T0	LEVANT_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; LEVANT_T0, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T1	AFRICA_W_T0	LEVANT_T1	IBERIA_T3	C_route	f4(MAGHREB_T1, Africa; LEVANT_T1, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T1	AFRICA_W_T0	LEVANT_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; LEVANT_T1, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T1	AFRICA_W_T0	LEVANT_T2	IBERIA_T3	C_route	f4(MAGHREB_T1, Africa; LEVANT_T2, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T1	AFRICA_W_T0	LEVANT_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; LEVANT_T2, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T1	AFRICA_W_T0	LEVANT_T3	IBERIA_T3	C_route	f4(MAGHREB_T1, Africa; LEVANT_T3, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T1	AFRICA_W_T0	LEVANT_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T1, Africa; LEVANT_T3, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T0	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T3, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T3	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T3, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T1	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T4	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T4, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T4	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T4, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	ITALY_T2	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; ITALY_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T0	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T3, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T3	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T3, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T1	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SICILY_T2	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SICILY_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T0	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T2	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	SARDINIA_T1	BALKANS_T5	C_route	f4(MAGHREB_T2, Africa; SARDINIA_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T2	AFRICA_W_T0	LEVANT_T0	IBERIA_T3	C_route	f4(MAGHREB_T2, Africa; LEVANT_T0, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T2	AFRICA_W_T0	LEVANT_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; LEVANT_T0, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	LEVANT_T1	IBERIA_T3	C_route	f4(MAGHREB_T2, Africa; LEVANT_T1, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T2	AFRICA_W_T0	LEVANT_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; LEVANT_T1, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	LEVANT_T2	IBERIA_T3	C_route	f4(MAGHREB_T2, Africa; LEVANT_T2, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T2	AFRICA_W_T0	LEVANT_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; LEVANT_T2, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T2	AFRICA_W_T0	LEVANT_T3	IBERIA_T3	C_route	f4(MAGHREB_T2, Africa; LEVANT_T3, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T2	AFRICA_W_T0	LEVANT_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T2, Africa; LEVANT_T3, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T0	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T3, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T3	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T3, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T1	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T4	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T4, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T4	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T4, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	ITALY_T2	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; ITALY_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T0	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T3, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T3	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T3, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T1	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SICILY_T2	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SICILY_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T0, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T0	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T0, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T2, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T2	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T2, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T1, EUROPE_NW_T5) [route via Italy]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	SARDINIA_T1	BALKANS_T5	C_route	f4(MAGHREB_T3, Africa; SARDINIA_T1, BALKANS_T5) [route via Italy]	PARTIAL	n<2: BALKANS_T5
MAGHREB_T3	AFRICA_W_T0	LEVANT_T0	IBERIA_T3	C_route	f4(MAGHREB_T3, Africa; LEVANT_T0, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T3	AFRICA_W_T0	LEVANT_T0	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; LEVANT_T0, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	LEVANT_T1	IBERIA_T3	C_route	f4(MAGHREB_T3, Africa; LEVANT_T1, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T3	AFRICA_W_T0	LEVANT_T1	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; LEVANT_T1, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	LEVANT_T2	IBERIA_T3	C_route	f4(MAGHREB_T3, Africa; LEVANT_T2, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T3	AFRICA_W_T0	LEVANT_T2	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; LEVANT_T2, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
MAGHREB_T3	AFRICA_W_T0	LEVANT_T3	IBERIA_T3	C_route	f4(MAGHREB_T3, Africa; LEVANT_T3, IBERIA_T3) [route via Levant]	PARTIAL	n<2: IBERIA_T3
MAGHREB_T3	AFRICA_W_T0	LEVANT_T3	EUROPE_NW_T5	C_route	f4(MAGHREB_T3, Africa; LEVANT_T3, EUROPE_NW_T5) [route via Levant]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T0	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3, EUROPE_NW_T5
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(ITALY_T3, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(ITALY_T3, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(ITALY_T3, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3, EUROPE_NW_T5
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(ITALY_T3, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(ITALY_T1, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(ITALY_T1, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(ITALY_T1, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
ITALY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3, EUROPE_NW_T5
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(ITALY_T1, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL	n<2: IBERIA_T3
ITALY_T4	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(ITALY_T4, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL	n<2: EUROPE_NW_T5
